"","author","year","file","titles","periodical","volume","number"
"21155","Birch",1994,"Birch-1994-Exploitation of Patc.txt","Exploitation of Patchily Distributed Soil Resources by the Clonal Herb Glechoma-HederaceaJournal of EcologyJ Ecol","Journal of Ecology","82","3"
"21156","Cooper",2003,"Cooper-2003-Multiple pathways fo.txt","Multiple pathways for woody plant establishment on floodplains at local to regional scalesJournal of EcologyJ Ecol","Journal of Ecology","91","2"
"21157","Bird",1957,"Bird-1957-The Use of the Soil.txt","The Use of the Soil Catena Concept in the Study of the Ecology of the Wormley-Woods, HertfordshireJournal of EcologyJ Ecol","Journal of Ecology","45","2"
"21158","Bird",1964,"Bird-1964-Spartina Salt Marshe.txt","Spartina Salt Marshes in Southern England .4. The Physiography of Poole Harbor, DorsetJournal of EcologyJ Ecol","Journal of Ecology","52","2"
"21161","Solbrig",1977,"Solbrig-1977-Garden Experiment on.txt","Garden Experiment on Competition between Biotypes of Common Dandelion (Taraxacum-Officinale)Journal of EcologyJ Ecol","Journal of Ecology","65","2"
"21162","Copland",1989,"Copland-1989-Seasonal-Variation i.txt","Seasonal-Variation in Flowering Intensity and Pollination Limitation of Fruit-Set in 4 Co-Occurring Banksia SpeciesJournal of EcologyJ Ecol","Journal of Ecology","77","2"
"21163","Bunce",1968,"Bunce-1968-Biomass and Producti.txt","Biomass and Production of Trees in a Mixed Deciduous Woodland .I. Girth and Height as Parameters for Estimation of Tree Dry WeightJournal of EcologyJ Ecol","Journal of Ecology","56","3"
"21165","Taylor",1980,"Taylor-1980-Growth of Rubus-Vest.txt","Growth of Rubus-Vestitus in a Mixed Deciduous WoodlandJournal of EcologyJ Ecol","Journal of Ecology","68","1"
"21166","Holdgate",1955,"Holdgate-1955-The Vegetation of So.txt","The Vegetation of Some British Upland FensJournal of EcologyJ Ecol","Journal of Ecology","43","2"
"21167","Matthes",2006,"Matthes-2006-Microsite and climat.txt","Microsite and climatic controls of tree population dynamics: an 18-year study on cliffsJournal of EcologyJ Ecol","Journal of Ecology","94","2"
"21168","Whitehead",1956,"Whitehead-1956-Preliminary Investig.txt","Preliminary Investigation of Factors Determining the Growth Form of Cerastium-Tetrandrum CurtJournal of EcologyJ Ecol","Journal of Ecology","44","2"
"21169","Summerfi.Rj",1973,"Summerfi.Rj-1973-Growth and Productiv.txt","Growth and Productivity of Narthecium-Ossifragum on British MiresJournal of EcologyJ Ecol","Journal of Ecology","61","3"
"21170","Chapin",1986,"Chapin-1986-Seasonal-Changes in.txt","Seasonal-Changes in Carbon Fractions in Alaskan Tundra Plants of Differing Growth Form - Implications for HerbivoryJournal of EcologyJ Ecol","Journal of Ecology","74","3"
"21171","Summerfi.Rj",1973,"Summerfi.Rj-1973-Factors Affecting Ge.txt","Factors Affecting Germination and Seedling Establishment of Narthecium-Ossifragum on Mire EcosystemsJournal of EcologyJ Ecol","Journal of Ecology","61","2"
"21172","Perring",1959,"Perring-1959-Topographical Gradie.txt","Topographical Gradients of Chalk GrasslandJournal of EcologyJ Ecol","Journal of Ecology","47","2"
"21173","Perring",1960,"Perring-1960-Climatic Gradients o.txt","Climatic Gradients of Chalk GrasslandJournal of EcologyJ Ecol","Journal of Ecology","48","2"
"21174","Riginos",2009,"Riginos-2009-Local versus landsca.txt","Local versus landscape-scale effects of savanna trees on grassesJournal of EcologyJ Ecol","Journal of Ecology","97","6"
"21175","Zohary",1947,"Zohary-1947-A Vegetation Map of.txt","A Vegetation Map of Western PalestineJournal of EcologyJ Ecol","Journal of Ecology","34","1"
"21176","Milton",1994,"Milton-1994-Successional Pattern.txt","Successional Patterns of Mortality and Growth of Large Trees in a Panamanian Lowland ForestJournal of EcologyJ Ecol","Journal of Ecology","82","1"
"21177","Webb",1967,"Webb-1967-Studies in Numerical.txt","Studies in Numerical Analysis of Complex Rain-Forest Communities .2. Problem of Species-SamplingJournal of EcologyJ Ecol","Journal of Ecology","55","2"
"21178","Gordon",1964,"Gordon-1964-The Nutrition and Gr.txt","The Nutrition and Growth of Ash, Fraxinus-Excelsior, in Natural Stands in the English Lake District as Related to Edaphic Site FactorsJournal of EcologyJ Ecol","Journal of Ecology","52","1"
"21179","Chapin",2009,"Chapin-2009-The changing global.txt","The changing global carbon cycle: linking plant-soil carbon dynamics to global consequencesJournal of EcologyJ Ecol","Journal of Ecology","97","5"
"21180","De Matos",1998,"De Matos-1998-Mathematical constra.txt","Mathematical constraints on transition matrix elasticity analysisJournal of EcologyJ Ecol","Journal of Ecology","86","4"
"21181","Minchinton",2001,"Minchinton-2001-Canopy and substratu.txt","Canopy and substratum heterogeneity influence recruitment of the mangrove Avicennia marinaJournal of EcologyJ Ecol","Journal of Ecology","89","5"
"21182","Galbraith",2008,"Galbraith-Kent-2008-Invasive Acer platan.txt","Invasive Acer platanoides inhibits native sapling growth in forest understorey communitiesJournal of EcologyJ Ecol","Journal of Ecology","96","2"
"21183","Ivimeycook",1963,"Ivimeycook-1963-Hypericum-Linarifoli.txt","Hypericum-Linarifolium VahlJournal of EcologyJ Ecol","Journal of Ecology","51","3"
"21184","Burdon",1980,"Burdon-1980-Variation in Disease.txt","Variation in Disease-Resistance within a Population of Trifolium-RepensJournal of EcologyJ Ecol","Journal of Ecology","68","3"
"21185","Burdon",1981,"Burdon-1981-Interspecific and In.txt","Interspecific and Intraspecific Diversity in the Disease-Response of Glycine Species to the Leaf-Rust Fungus Phakopsora-PachyrhiziJournal of EcologyJ Ecol","Journal of Ecology","69","2"
"21187","Burdon",1995,"Burdon-1995-Changed Patterns of.txt","Changed Patterns of Resistance in a Population of Linum-Marginale Attacked by the Rust Pathogen Melampsora-LiniJournal of EcologyJ Ecol","Journal of Ecology","83","2"
"21188","Burdon",1995,"Burdon-1995-Temporal and spatial.txt","Temporal and spatial changes in a metapopulation of the rust pathogen Triphragmium ulmariae and its host, Filipendula ulmariaJournal of EcologyJ Ecol","Journal of Ecology","83","6"
"21189","Uhl",1987,"Uhl-1987-Factors Controlling.txt","Factors Controlling Succession Following Slash-and-Burn Agriculture in AmazoniaJournal of EcologyJ Ecol","Journal of Ecology","75","2"
"21190","Zuidema",2001,"Zuidema-2001-Integrating vital ra.txt","Integrating vital rate variability into perturbation analysis: an evaluation for matrix population models of six plant speciesJournal of EcologyJ Ecol","Journal of Ecology","89","6"
"21191","Wyattsmith",1953,"Wyattsmith-1953-The Vegetation of Ja.txt","The Vegetation of Jarak Island, Straits of MalaccaJournal of EcologyJ Ecol","Journal of Ecology","41","2"
"21192","Wyckoff",2002,"Wyckoff-2002-The relationship bet.txt","The relationship between growth and mortality for seven co-occurring tree species in the southern Appalachian MountainsJournal of EcologyJ Ecol","Journal of Ecology","90","4"
"21193","Wyckoff",2010,"Wyckoff-2010-Response of the prai.txt","Response of the prairie-forest border to climate change: impacts of increasing drought may be mitigated by increasing CO2Journal of EcologyJ Ecol","Journal of Ecology","98","1"
"21194","Susiluoto",2010,"Susiluoto-2010-Testing the growth l.txt","Testing the growth limitation hypothesis for subarctic Scots pineJournal of EcologyJ Ecol","Journal of Ecology","98","5"
"21195","Rees",1964,"Rees-1964-Some Observations on.txt","Some Observations on the Flowering Behavior of Coffea-Rupestris in Southern NigeriaJournal of EcologyJ Ecol","Journal of Ecology","52","1"
"21196","Tinner",2005,"Tinner-2005-Rapid responses of h.txt","Rapid responses of high-mountain vegetation to early Holocene environmental changes in the Swiss AlpsJournal of EcologyJ Ecol","Journal of Ecology","93","5"
"21197","Austin",1971,"Austin-1971-Problem of Non-Linea.txt","Problem of Non-Linearity in Ordination - Experiments with 2-Gradient ModelsJournal of EcologyJ Ecol","Journal of Ecology","59","3"
"21198","Bengtson",2006,"Bengtson-2006-Spatial distribution.txt","Spatial distributions of plants and gross N transformation rates in a forest soilJournal of EcologyJ Ecol","Journal of Ecology","94","4"
"21199","Bishop",1994,"Bishop-1994-Hieracium-Pilosella.txt","Hieracium-Pilosella L (Pilosella-Officinarum F Schultz-and-Schultz-Bip)Journal of EcologyJ Ecol","Journal of Ecology","82","1"
"21200","Austin",1982,"Austin-1982-Use of a Relative Ph.txt","Use of a Relative Physiological Performance Value in the Prediction of Performance in Multispecies Mixtures from Monoculture PerformanceJournal of EcologyJ Ecol","Journal of Ecology","70","2"
"21201","Grime",1968,"Grime-1968-An Investigation of.txt","An Investigation of Leaf Palatability Using Snail Cepaea Nemoralis LJournal of EcologyJ Ecol","Journal of Ecology","56","2"
"21202","Grime",1969,"Grime-1969-An Investigation of.txt","An Investigation of Relationships between Snails and Vegetation at Winnats PassJournal of EcologyJ Ecol","Journal of Ecology","57","1"
"21203","Grime",1975,"Grime-1975-Relative Growth-Rate.txt","Relative Growth-Rate - Its Range and Adaptive Significance in a Local FloraJournal of EcologyJ Ecol","Journal of Ecology","63","2"
"21204","Grime",1976,"Grime-1976-Interaction of Droug.txt","Interaction of Drought and Mineral Nutrient Stress in Calcareous GrasslandJournal of EcologyJ Ecol","Journal of Ecology","64","3"
"21205","Jackson",1956,"Jackson-1956-The Vegetation of th.txt","The Vegetation of the Imatong Mountains, SudanJournal of EcologyJ Ecol","Journal of Ecology","44","2"
"21206","Endels",2007,"Endels-2007-Genetic erosion expl.txt","Genetic erosion explains deviation from demographic response to disturbance and year variation in relic populations of the perennial Primula vulgarisJournal of EcologyJ Ecol","Journal of Ecology","95","5"
"21207","Grime",1998,"Grime-1998-Benefits of plant di.txt","Benefits of plant diversity to ecosystems: immediate, filter and founder effectsJournal of EcologyJ Ecol","Journal of Ecology","86","6"
"21208","Lambert",1951,"Lambert-1951-Alluvial Stratigraph.txt","Alluvial Stratigraphy and Vegetational Succession in the Region of the Bure Valley Broads .2. Detailed Vegetational-Stratigraphical RelationshipsJournal of EcologyJ Ecol","Journal of Ecology","39","1"
"21209","Gallagher",2010,"Gallagher-2010-Evidence for climati.txt","Evidence for climatic niche and biome shifts between native and novel ranges in plant species introduced to AustraliaJournal of EcologyJ Ecol","Journal of Ecology","98","4"
"21210","Sisson",1989,"Sisson-1989-Carbon Balance of Pa.txt","Carbon Balance of Panicum-Coloratum during Drought and Non-Drought in the Northern Chihuahuan DesertJournal of EcologyJ Ecol","Journal of Ecology","77","3"
"21211","Engelen",2009,"Engelen-2009-Which demographic tr.txt","Which demographic traits determine population growth in the invasive brown seaweed Sargassum muticum?Journal of EcologyJ Ecol","Journal of Ecology","97","4"
"21212","Petch",1945,"Petch-1945-Vegetation of Roydon.txt","Vegetation of Roydon CommonJournal of EcologyJ Ecol","Journal of Ecology","32","2"
"21213","Aerts",1996,"Aerts-1996-Nutrient resorption.txt","Nutrient resorption from senescing leaves of perennials: Are there general patterns?Journal of EcologyJ Ecol","Journal of Ecology","84","4"
"21215","Hulme",1994,"Hulme-1994-Postdispersal Seed P.txt","Postdispersal Seed Predation in Grassland - Its Magnitude and Sources of VariationJournal of EcologyJ Ecol","Journal of Ecology","82","3"
"21216","Gallery",2010,"Gallery-2010-Interspecific variat.txt","Interspecific variation in susceptibility to fungal pathogens in seeds of 10 tree species in the neotropical genus CecropiaJournal of EcologyJ Ecol","Journal of Ecology","98","1"
"21217","te Beest",2009,"te Beest-2009-Plant-soil feedback.txt","Plant-soil feedback induces shifts in biomass allocation in the invasive plant Chromolaena odorataJournal of EcologyJ Ecol","Journal of Ecology","97","6"
"21219","Peterken",1972,"Peterken-1972-Shingle Vegetation o.txt","Shingle Vegetation of Southern England - Hollywood on Holmstone Beach, DungenessJournal of EcologyJ Ecol","Journal of Ecology","60","2"
"21220","Kikvidze",2010,"Kikvidze-2010-Towards a more exact.txt","Towards a more exact definition of the importance of competition - a reply to Freckleton et al. (2009)Journal of EcologyJ Ecol","Journal of Ecology","98","4"
"21221","Putwain",1972,"Putwain-1972-Studies in Dynamics.txt","Studies in Dynamics of Plant Populations .5. Mechanisms Governing Sex-Ratio in Rumex-Acetosa and R-AcetosellaJournal of EcologyJ Ecol","Journal of Ecology","60","1"
"21222","Aweto",1981,"Aweto-1981-Secondary Succession.txt","Secondary Succession and Soil Fertility Restoration in Southwestern Nigeria .3. Soil and Vegetation InterrelationshipsJournal of EcologyJ Ecol","Journal of Ecology","69","3"
"21223","Yamada",2007,"Yamada-2007-Strong habitat prefe.txt","Strong habitat preference of a tropical rain forest tree does not imply large differences in population dynamics across habitatsJournal of EcologyJ Ecol","Journal of Ecology","95","2"
"21224","Grogan",2000,"Grogan-2000-Below-ground ectomyc.txt","Below-ground ectomycorrhizal community structure in a recently burned bishop pine forestJournal of EcologyJ Ecol","Journal of Ecology","88","6"
"21225","Peterken",1989,"Peterken-1989-40 Years of Change i.txt","40 Years of Change in Lady-Park-Wood - the Young-Growth StandsJournal of EcologyJ Ecol","Journal of Ecology","77","2"
"21226","Suzuki",2006,"Suzuki-2006-Effects of neighbour.txt","Effects of neighbourhood structure and tussock dynamics on genet demography of Festuca rubra in a mountain meadowJournal of EcologyJ Ecol","Journal of Ecology","94","1"
"21227","Mitchell",1984,"Mitchell-1984-Variation of Forms o.txt","Variation of Forms of Phosphorus in the Sandy Soils of Coastal Fynbos, Southwestern CapeJournal of EcologyJ Ecol","Journal of Ecology","72","2"
"21228","Carlisle",1968,"Carlisle-1968-Biological Flora of.txt","Biological Flora of British IslesJournal of EcologyJ Ecol","Journal of Ecology","56","1"
"21229","Grondahl",2008,"Grondahl-2008-Local adaptation to.txt","Local adaptation to biotic factors: reciprocal transplants of four species associated with aromatic Thymus pulegioides and T-serpyllumJournal of EcologyJ Ecol","Journal of Ecology","96","5"
"21230","Gange",1989,"Gange-1989-Variation in the Imp.txt","Variation in the Impact of Insect Herbivory on Trifolium-Pratense through Early Plant SuccessionJournal of EcologyJ Ecol","Journal of Ecology","77","2"
"21231","Norden",2009,"Norden-2009-Interspecific variat.txt","Interspecific variation in seedling responses to seed limitation and habitat conditions for 14 Neotropical woody speciesJournal of EcologyJ Ecol","Journal of Ecology","97","1"
"21232","Svenning",1999,"Svenning-1999-Microhabitat special.txt","Microhabitat specialization in a species-rich palm community in Amazonian EcuadorJournal of EcologyJ Ecol","Journal of Ecology","87","1"
"21234","Ennos",1985,"Ennos-1985-The Significance of.txt","The Significance of Genetic-Variation for Root-Growth within a Natural-Population of White Clover (Trifolium-Repens)Journal of EcologyJ Ecol","Journal of Ecology","73","2"
"21235","Svenning",2008,"Svenning-2008-Glacial refugia of t.txt","Glacial refugia of temperate trees in Europe: insights from species distribution modellingJournal of EcologyJ Ecol","Journal of Ecology","96","6"
